Keyword;Nama Bisnis;Kategori;Rating;Jumlah Ulasan;Nomor Telepon;Punya Website?;Link Website;Alamat;Link Google Maps
toko oleh-oleh;Toko Oleh-Oleh Khas Medan - Lapis Durian Medan;Toko Kue;4,6;19;0812-7093-8402;Tidak;;Jl. Panglima Denai Jl. Panglima Denai Simpang Datuk Kabu Ps. III No.88, Denai, Kec. Medan Denai, Kota Medan, Sumatera Utara 20227;https://www.google.com/maps/place/Toko+Oleh-Oleh+Khas+Medan+-+Lapis+Durian+Medan/data=!4m7!3m6!1s0x303131c5af9235bf:0x372bd2421d90f53c!8m2!3d3.5816756!4d98.7298026!16s%2Fg%2F11pd_9f9nv!19sChIJvzWSr8UxMTARPPWQHULSKzc?authuser=0&hl=id&rclk=1
toko oleh-oleh;Toko Aneka Snack dan Cemilan UD. Ibu Ida;Toko Makanan;4,6;680;0852-6169-9592;Tidak;;Jl. Rawa, Timbang Deli, Kec. Medan Amplas, Kota Medan, Sumatera Utara 20148;https://www.google.com/maps/place/Toko+Aneka+Snack+dan+Cemilan+UD.+Ibu+Ida/data=!4m7!3m6!1s0x30313a7668b0dc67:0xd8c2050120ac65f9!8m2!3d3.5382039!4d98.7194701!16s%2Fg%2F11g897kmx1!19sChIJZ9ywaHY6MTAR-WWsIAEFwtg?authuser=0&hl=id&rclk=1
toko oleh-oleh;Bolu Menara Store Kasuari - Oleh Oleh Khas Medan;Toko Kue;4,6;79;0821-6169-2991;Tidak;;Jl. Kasuari No.18, Sei Sikambing B, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20119;https://www.google.com/maps/place/Bolu+Menara+Store+Kasuari+-+Oleh+Oleh+Khas+Medan/data=!4m7!3m6!1s0x30312fc6718b1e43:0x48808885a8aea71b!8m2!3d3.5843142!4d98.6393017!16s%2Fg%2F11t6g59q51!19sChIJQx6LccYvMTARG6euqIWIgEg?authuser=0&hl=id&rclk=1
toko oleh-oleh;keripik Oleh Oleh;Pusat Perbelanjaan;4,6;316;;Tidak;;HP67+PR2, Binjai, Kec. Medan Denai, Kota Medan, Sumatera Utara;https://www.google.com/maps/place/keripik+Oleh+Oleh/data=!4m7!3m6!1s0x3031317cecc6a825:0x9264b21601b9794!8m2!3d3.5617536!4d98.7145146!16s%2Fg%2F11gjnbddpw!19sChIJJajG7HwxMTARlJcbYCFLJgk?authuser=0&hl=id&rclk=1
toko oleh-oleh;Plaza Pesona Nusantara - oleh oleh medan;Pusat Perbelanjaan;4,6;16;0821-6694-7952;Tidak;;Kec, Jl. Brigjend Katamso No.523E, Sei Mati, Kota Medan, Sumatera Utara 20214;https://www.google.com/maps/place/Plaza+Pesona+Nusantara+-+oleh+oleh+medan/data=!4m7!3m6!1s0x303131b5163fd975:0x557c1c6fd64ea686!8m2!3d3.5635874!4d98.6900807!16s%2Fg%2F11t7r7qk3y!19sChIJddk_FrUxMTARhqZO1m8cfFU?authuser=0&hl=id&rclk=1
toko oleh-oleh;UD. Bunda Ida;Toko Kue Kering;4,6;437;0852-6169-9592;Tidak;;Jl. Rawa No.9, Timbang Deli, Kec. Medan Amplas, Kota Medan, Sumatera Utara 20148;https://www.google.com/maps/place/UD.+Bunda+Ida/data=!4m7!3m6!1s0x30313101a2aa418f:0xad38170d06b2aeb3!8m2!3d3.538144!4d98.719471!16s%2Fg%2F11c5951c67!19sChIJj0GqogExMTARs66yBg0XOK0?authuser=0&hl=id&rclk=1
klinik;Klinik Mitra Sehat;Klinik Medis;4,6;721;0811-6560-905;Tidak;;Jl. Gunung Krakatau No.2B, Glugur Darat II, Kec. Medan Tim., Kota Medan, Sumatera Utara 20238;https://www.google.com/maps/place/Klinik+Mitra+Sehat/data=!4m7!3m6!1s0x303131ed607a8f71:0x39e7f829dc98018e!8m2!3d3.6102685!4d98.680639!16s%2Fg%2F1hm6dg_6t!19sChIJcY96YO0xMTARjgGY3Cn45zk?authuser=0&hl=id&rclk=1
klinik;Klinik Pratama Fid Happy;Klinik Medis;4,6;106;0852-9747-4116;Tidak;;Jl. Setia Budi No.68 D, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/Klinik+Pratama+Fid+Happy/data=!4m7!3m6!1s0x30312fcb7078ff39:0x4927e8ac09d3dd48!8m2!3d3.5787208!4d98.6429265!16s%2Fg%2F1hm5536nk!19sChIJOf94cMsvMTARSN3TCazoJ0k?authuser=0&hl=id&rclk=1
optik;Optik Sumatra;Toko Optik;4,6;54;(061) 4560476;Tidak;;HMQR+RFH, Jl. Sumatra Medan, Pandau Hulu I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20211;https://www.google.com/maps/place/Optik+Sumatra/data=!4m7!3m6!1s0x303131b06ee9faa7:0x9fe852ab004646d7!8m2!3d3.5895544!4d98.6912414!16s%2Fg%2F1hm5lvzyy!19sChIJp_rpbrAxMTAR10ZGAKtS6J8?authuser=0&hl=id&rclk=1
restoran;OnDo Grill Batak;Restoran Batak;4,5;1631;(061) 4511608;Tidak;;Jl. Pabrik Tenun No.45, Sei Putih Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118;https://www.google.com/maps/place/OnDo+Grill+Batak/data=!4m7!3m6!1s0x303131df8087e6bb:0x4f89dfffff63c34a!8m2!3d3.5984139!4d98.6600164!16s%2Fg%2F1ptw1z_z5!19sChIJu-aHgN8xMTARSsNj___fiU8?authuser=0&hl=id&rclk=1
restoran;The Stepping Stone;Restoran;4,5;825;0811-6408-885;Tidak;;Jl. Tembakau Deli No.1, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20231;https://www.google.com/maps/place/The+Stepping+Stone/data=!4m7!3m6!1s0x3031312a54d3bc8f:0xe7b1cbe6c6b6a9ac!8m2!3d3.5925807!4d98.67604!16s%2Fg%2F11mv54w5fl!19sChIJj7zTVCoxMTARrKm2xubLsec?authuser=0&hl=id&rclk=1
restoran;Wisma Benteng Restaurant;Restoran China;4,5;1814;(061) 4513000;Tidak;;Jl. Kapten Maulana Lubis No.6, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20236;https://www.google.com/maps/place/Wisma+Benteng+Restaurant/data=!4m7!3m6!1s0x303131cf0fa1607f:0x18c10c276bcb239b!8m2!3d3.5901562!4d98.6730503!16s%2Fg%2F1hm61nm59!19sChIJf2ChD88xMTARmyPLaycMwRg?authuser=0&hl=id&rclk=1
restoran;Jumbo Sea Food Restaurant;Restoran Seafood;4,5;1292;0812-2027-6813;Tidak;;Jl. Putri Hijau No.8ABCD, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236;https://www.google.com/maps/place/Jumbo+Sea+Food+Restaurant/data=!4m7!3m6!1s0x303131c25ba1f3bf:0x98c010654af5742e!8m2!3d3.5954927!4d98.6762318!16s%2Fg%2F1hc1m4tl9!19sChIJv_OhW8IxMTARLnT1SmUQwJg?authuser=0&hl=id&rclk=1
restoran;Restoran Mikado;Restoran China;4,5;256;(061) 4565393;Tidak;;Jl. Palangkaraya No.1-3, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20212;https://www.google.com/maps/place/Restoran+Mikado/data=!4m7!3m6!1s0x303131b591621f55:0xa5ae75ef452a67f7!8m2!3d3.5852671!4d98.6824749!16s%2Fg%2F11g_nb9nq!19sChIJVR9ikbUxMTAR92cqRe91rqU?authuser=0&hl=id&rclk=1
rumah makan;OnDo Grill Batak;Restoran Batak;4,5;1631;(061) 4511608;Tidak;;Jl. Pabrik Tenun No.45, Sei Putih Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118;https://www.google.com/maps/place/OnDo+Grill+Batak/data=!4m7!3m6!1s0x303131df8087e6bb:0x4f89dfffff63c34a!8m2!3d3.5984139!4d98.6600164!16s%2Fg%2F1ptw1z_z5!19sChIJu-aHgN8xMTARSsNj___fiU8?authuser=0&hl=id&rclk=1
rumah makan;Rumah Makan Sitanggang;Restoran Batak;4,5;488;0812-6437-972;Tidak;;Jl. Sei Batang Hari No.80A, Babura Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20119;https://www.google.com/maps/place/Rumah+Makan+Sitanggang/data=!4m7!3m6!1s0x30312e321a96a77b:0xe595d2bdf723a9ec!8m2!3d3.585064!4d98.648468!16s%2Fg%2F1hm3ylwlz!19sChIJe6eWGjIuMTAR7Kkj973SleU?authuser=0&hl=id&rclk=1
rumah makan;Wisma Benteng Restaurant;Restoran China;4,5;1814;(061) 4513000;Tidak;;Jl. Kapten Maulana Lubis No.6, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20236;https://www.google.com/maps/place/Wisma+Benteng+Restaurant/data=!4m7!3m6!1s0x303131cf0fa1607f:0x18c10c276bcb239b!8m2!3d3.5901562!4d98.6730503!16s%2Fg%2F1hm61nm59!19sChIJf2ChD88xMTARmyPLaycMwRg?authuser=0&hl=id&rclk=1
rumah makan;Rumah Makan Nikmat Rasa;Restoran Padang;4,5;1118;0852-6557-1442;Tidak;;Jl. Gaperta No.236, Helvetia, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123;https://www.google.com/maps/place/Rumah+Makan+Nikmat+Rasa/data=!4m7!3m6!1s0x30312e68c6f5ab49:0xb2a929c2776a6d65!8m2!3d3.6052757!4d98.6287977!16s%2Fg%2F11b6d5c2jg!19sChIJSav1xmguMTARZW1qd8IpqbI?authuser=0&hl=id&rclk=1
cafe;KALLIA;Kedai Kopi;4,5;818;;Tidak;;Jl. Beo No.39, Sei Sikambing B, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/KALLIA/data=!4m7!3m6!1s0x30312f0d5e51ab5f:0x22c7b67659071aa5!8m2!3d3.5858921!4d98.638421!16s%2Fg%2F11fwhlm814!19sChIJX6tRXg0vMTARpRoHWXa2xyI?authuser=0&hl=id&rclk=1
cafe;Roemah Bata, Cafe End Resto;Kafe;4,5;753;0813-7641-1118;Tidak;;Gg. Mesjid No.19, Sei Sikambing C. II, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20118;https://www.google.com/maps/place/Roemah+Bata,+Cafe+End+Resto/data=!4m7!3m6!1s0x30312e3b0bd23d7d:0x21b9b4735fbc7d35!8m2!3d3.5942797!4d98.6465235!16s%2Fg%2F11g8xgz6z1!19sChIJfT3SCzsuMTARNX28X3O0uSE?authuser=0&hl=id&rclk=1
cafe;Easy Eats Cafe;Kafe;4,5;450;;Tidak;;Jl. Sriwijaya No.11, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20152;https://www.google.com/maps/place/Easy+Eats+Cafe/data=!4m7!3m6!1s0x303131263b58865f:0x911cd44e36529d39!8m2!3d3.5860431!4d98.6630097!16s%2Fg%2F11tszycwhl!19sChIJX4ZYOyYxMTAROZ1SNk7UHJE?authuser=0&hl=id&rclk=1
cafe;COFFEE 55;Kafe;4,5;76;;Tidak;;Jl. Ayahanda No.55, Sei Putih Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118;https://www.google.com/maps/place/COFFEE+55/data=!4m7!3m6!1s0x30312e23cb7b680d:0xff9c364e5471e263!8m2!3d3.5980607!4d98.6534196!16s%2Fg%2F11fxc25cs0!19sChIJDWh7yyMuMTARY-JxVE42nP8?authuser=0&hl=id&rclk=1
toko baju;MFCLUB TOKO KOK MURAH;Toko Pakaian;4,5;4;0878-6812-1010;Tidak;;Plaza Medan Fair, Jl. Gatot Subroto No.69 Lt. 2, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113;https://www.google.com/maps/place/MFCLUB+TOKO+KOK+MURAH/data=!4m7!3m6!1s0x30312e2f5d0981f9:0xe4ac908427966819!8m2!3d3.5902!4d98.653292!16s%2Fg%2F11c46dkprc!19sChIJ-YEJXS8uMTARGWiWJ4SQrOQ?authuser=0&hl=id&rclk=1
toko baju;GOPEK;Toko Pakaian;4,5;1064;0853-6161-6000;Tidak;;Jl. Tuasan No.31, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20222;https://www.google.com/maps/place/GOPEK/data=!4m7!3m6!1s0x303131edb4ae85f7:0xc2a4c6dc59d81e47!8m2!3d3.6160355!4d98.6979839!16s%2Fg%2F11gm7cv_zc!19sChIJ94WutO0xMTARRx7YWdzGpMI?authuser=0&hl=id&rclk=1
toko baju;Athena Baby Shop;Toko Pakaian Anak;4,5;1023;(061) 4572469;Tidak;;Jl. S. Parman No.250D, Petisah Hulu, Kec. Medan Baru, Kota Medan, Sumatera Utara 20151;https://www.google.com/maps/place/Athena+Baby+Shop/data=!4m7!3m6!1s0x3031302ce2a59397:0xc55aff33d7bc5988!8m2!3d3.583504!4d98.6666397!16s%2Fg%2F1pzt7hbyv!19sChIJl5Ol4iwwMTARiFm81zP_WsU?authuser=0&hl=id&rclk=1
salon;Salon Cleopatra;Salon Kecantikan;4,5;6;;Tidak;;Gg. Johar No.154 S, Sei Putih Bar., Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118;https://www.google.com/maps/place/Salon+Cleopatra/data=!4m7!3m6!1s0x30312e3aa2bcc45b:0x28eb1f962079a35d!8m2!3d3.591291!4d98.6478006!16s%2Fg%2F11f5h7sls0!19sChIJW8S8ojouMTARXaN5IJYf6yg?authuser=0&hl=id&rclk=1
salon;Exjo Salon;Salon Rambut;4,5;68;(061) 42002232;Tidak;;Jalan Letnan Jenderal S.Parman Komplek MBC Blok C No 3-4, Petisah Tengah, Medan Petisah, Medan City, North Sumatra 20153;https://www.google.com/maps/place/Exjo+Salon/data=!4m7!3m6!1s0x303131c3b0531c1b:0x182712bfb697543d!8m2!3d3.5884634!4d98.6681767!16s%2Fg%2F12ml2mnfq!19sChIJGxxTsMMxMTARPVSXtr8SJxg?authuser=0&hl=id&rclk=1
salon;Yunna salon;Salon Kecantikan;4,5;49;;Tidak;;HMR5+7MQ, Jl. Pasundan, Sei Putih Tim. II, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20114;https://www.google.com/maps/place/Yunna+salon/data=!4m7!3m6!1s0x30312f4b0b5be0cf:0x53f3f217550e6076!8m2!3d3.5907086!4d98.6592403!16s%2Fg%2F11nft57w73!19sChIJz-BbC0svMTARdmAOVRfy81M?authuser=0&hl=id&rclk=1
barbershop;Dicky Barbershop;Tempat Cukur Rambut;4,5;81;0838-4302-4539;Tidak;;Jl. H. Adam Malik, Sekip, Kec. Medan Bar., Kota Medan, Sumatera Utara 20234;https://www.google.com/maps/place/Dicky+Barbershop/data=!4m7!3m6!1s0x303131dd7aa3035d:0x472ce8c0d3c11bd2!8m2!3d3.6001026!4d98.668929!16s%2Fg%2F11ck8fs674!19sChIJXQOjet0xMTAR0hvB08DoLEc?authuser=0&hl=id&rclk=1
barbershop;Shave Barbershop;Tempat Cukur Rambut;4,5;44;;Tidak;;Sebelah Mas Bro cafe, Jl. Asrama No.25c, Dwi Kora, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123;https://www.google.com/maps/place/Shave+Barbershop/data=!4m7!3m6!1s0x30312fd21560c777:0x88df6468bb5d65e2!8m2!3d3.5969222!4d98.6276381!16s%2Fg%2F11fsytypwq!19sChIJd8dgFdIvMTAR4mVdu2hk34g?authuser=0&hl=id&rclk=1
barbershop;The Man Barbershop;Tempat Cukur Rambut;4,5;167;;Tidak;;Jl. Prof. H. M. Yamin No.241, Sei Kera Hilir I, Kec. Medan Perjuangan, Kota Medan, Sumatera Utara 20222;https://www.google.com/maps/place/The+Man+Barbershop/data=!4m7!3m6!1s0x30313199bc49294d:0x2194671dfaa3d3c0!8m2!3d3.5984841!4d98.6980954!16s%2Fg%2F11c1w0lth0!19sChIJTSlJvJkxMTARwNOj-h1nlCE?authuser=0&hl=id&rclk=1
apotek;APOTEK MEDAN CENTRAL CARE PHARMACY;Apotek;4,5;40;0821-3200-3900;Tidak;;Jl. Kapten Muslim No.75, Dwi Kora, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123;https://www.google.com/maps/place/APOTEK+MEDAN+CENTRAL+CARE+PHARMACY/data=!4m7!3m6!1s0x30312f9a7adac035:0xd0bf1363d89a5003!8m2!3d3.5975091!4d98.6445059!16s%2Fg%2F11q858kvxp!19sChIJNcDaepovMTARA1Ca2GMTv9A?authuser=0&hl=id&rclk=1
bengkel motor;Sipa Motor;Bengkel Mobil;4,5;98;(061) 4158146;Tidak;;No.86 A, Jl. Pabrik Tenun No.86a, Sei Putih Tengah, Medan Petisah, Medan City, North Sumatra 20118;https://www.google.com/maps/place/Sipa+Motor/data=!4m7!3m6!1s0x30312e21baeb94bb:0xbe5542201aa834c4!8m2!3d3.5988467!4d98.6567264!16s%2Fg%2F1hm4hxtt6!19sChIJu5TruiEuMTARxDSoGiBCVb4?authuser=0&hl=id&rclk=1
bengkel motor;Bengkel AMR Medan;Bengkel Sepeda Motor;4,5;94;;Tidak;;HJFX+8W8, Jl. Sei Silau, Padang Bulan Selayang I, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20153;https://www.google.com/maps/place/Bengkel+AMR+Medan/data=!4m7!3m6!1s0x30312fd1ad337399:0x5fb7cf423aed36c2!8m2!3d3.5732765!4d98.6498399!16s%2Fg%2F11dx9_yy23!19sChIJmXMzrdEvMTARwjbtOkLPt18?authuser=0&hl=id&rclk=1
bengkel motor;Wi Motor;Bengkel Sepeda Motor;4,5;36;(061) 4510462;Tidak;;Jl.Jakarta pasar No.SenenNo.41, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Wi+Motor/data=!4m7!3m6!1s0x303131c92296367b:0xe1392f459473cadd!8m2!3d3.5880832!4d98.6628306!16s%2Fg%2F11b7jtn47l!19sChIJezaWIskxMTAR3cpzlEUvOeE?authuser=0&hl=id&rclk=1
bengkel motor;Setia Jaya Bullaes;Toko Suku Cadang Motor;4,5;285;0819-1166-9222;Tidak;;Jl. Setia Budi No.62c, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/Setia+Jaya+Bullaes/data=!4m7!3m6!1s0x30312fcb68b52e4b:0x300b3c122dac4727!8m2!3d3.5793289!4d98.6429292!16s%2Fg%2F11bc7nlq28!19sChIJSy61aMsvMTARJ0esLRI8CzA?authuser=0&hl=id&rclk=1
bengkel motor;Wilis motor;Bengkel Mobil;4,5;21;(061) 8224891;Tidak;;Jl. Setia Budi L No.65, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/Wilis+motor/data=!4m7!3m6!1s0x30312f94fe6a5bbf:0xd1c4f740647fcc05!8m2!3d3.5786965!4d98.6432851!16s%2Fg%2F1pzxm5p9b!19sChIJv1tq_pQvMTARBcx_ZED3xNE?authuser=0&hl=id&rclk=1
bengkel motor;Elite Motor;Bengkel Jok Kursi Mobil;4,5;36;0811-608-140;Tidak;;samping ex Medan Plaza, Jl. Nibung II No.114 - 116, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Elite+Motor/data=!4m7!3m6!1s0x303131d78626d43d:0xf797a6ab21180b54!8m2!3d3.590417!4d98.6622001!16s%2Fg%2F1hc95y1l4!19sChIJPdQmhtcxMTARVAsYIauml_c?authuser=0&hl=id&rclk=1
minimarket;Pasar Swalayan Maju Bersama Merak Jingga;Toko Swalayan;4,5;795;(061) 6628120;Tidak;;Jl. Putri Merak Jingga, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236;https://www.google.com/maps/place/Pasar+Swalayan+Maju+Bersama+Merak+Jingga/data=!4m7!3m6!1s0x303131c16387073d:0x83f86098cd1e0c7f!8m2!3d3.5970128!4d98.6771373!16s%2Fg%2F11bxfsps4n!19sChIJPQeHY8ExMTARfwwezZhg-IM?authuser=0&hl=id&rclk=1
minimarket;Metro Pasar Swalayan;Toko Swalayan;4,5;739;;Tidak;;Jl. Dr. Mansyur No.83, Merdeka, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20153;https://www.google.com/maps/place/Metro+Pasar+Swalayan/data=!4m7!3m6!1s0x30312fdbd6c92371:0x1f35af73cc58a734!8m2!3d3.5677031!4d98.6542319!16s%2Fg%2F11dyny8r7p!19sChIJcSPJ1tsvMTARNKdYzHOvNR8?authuser=0&hl=id&rclk=1
minimarket;Nusantara Swalayan;Toko Swalayan;4,5;2;(061) 8453762;Tidak;;Jl. Kapten Muslim No.198, Helvetia Tim., Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20117;https://www.google.com/maps/place/Nusantara+Swalayan/data=!4m7!3m6!1s0x30312e16512975c5:0xb965f005662b98cc!8m2!3d3.5921967!4d98.6444274!16s%2Fg%2F1pzylcbmr!19sChIJxXUpURYuMTARzJgrZgXwZbk?authuser=0&hl=id&rclk=1
toko oleh-oleh;Bolu Meranti;Toko Kue;4,5;3667;(061) 4538217;Tidak;;Jl. Kruing No.7C, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Bolu+Meranti/data=!4m7!3m6!1s0x303131d9602288b5:0x75180e48c64a0cdb!8m2!3d3.5941572!4d98.666219!16s%2Fg%2F11b88sb_w3!19sChIJtYgiYNkxMTAR2wxKxkgOGHU?authuser=0&hl=id&rclk=1
toko oleh-oleh;Oleh Oleh Medan MARKISA NOERLEN Home Made since 1985;Toko Suvenir;4,5;344;0811-6320-178;Tidak;;Jl. Sei Tuan No.7, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154;https://www.google.com/maps/place/Oleh+Oleh+Medan+MARKISA+NOERLEN+Home+Made+since+1985/data=!4m7!3m6!1s0x30312fd4cf447f7f:0x2c61bf98d6c2759!8m2!3d3.5800011!4d98.6563012!16s%2Fg%2F1pzttm5fg!19sChIJf39Ez9QvMTARWSdsjfkbxgI?authuser=0&hl=id&rclk=1
toko oleh-oleh;Bolu Medan Napoleon Kruing;Toko Roti;4,5;104;0816-303-829;Tidak;;Jl. Kruing No.6-A, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113;https://www.google.com/maps/place/Bolu+Medan+Napoleon+Kruing/data=!4m7!3m6!1s0x30313137dd0d97a9:0xac3900aa8b399ab6!8m2!3d3.5942549!4d98.6658016!16s%2Fg%2F11g0dbdyjp!19sChIJqZcN3TcxMTARtpo5i6oAOaw?authuser=0&hl=id&rclk=1
toko oleh-oleh;Medan Par Par;Toko Kue;4,5;139;;Tidak;;Jl. K.H. Wahid Hasyim No.78, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153;https://www.google.com/maps/place/Medan+Par+Par/data=!4m7!3m6!1s0x30312e2ada4868c5:0x180b815fade3d01!8m2!3d3.5799516!4d98.6573307!16s%2Fg%2F11f15dxtqx!19sChIJxWhI2iouMTARAT3e-hW4gAE?authuser=0&hl=id&rclk=1
toko oleh-oleh;UCOK DURIAN MEDAN;Kedai Hidangan Penutup;4,5;12971;0813-7506-1919;Tidak;;Jl. K.H. Wahid Hasyim No.30-32, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153;https://www.google.com/maps/place/UCOK+DURIAN+MEDAN/data=!4m7!3m6!1s0x30312e2b0180ac79:0xb862c35ec4eb0e3!8m2!3d3.5828073!4d98.6574503!16s%2Fg%2F1hm4qyqyz!19sChIJeayAASsuMTAR47BO7DUshgs?authuser=0&hl=id&rclk=1
hotel;Grand Central Premier Hotel Medan;;4,5;680;(061) 42011111;Tidak;;Jl. Putri Merak Jingga No.3A, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20231;https://www.google.com/maps/place/Grand+Central+Premier+Hotel+Medan/data=!4m10!3m9!1s0x303131d0aa494743:0x628d9a7b652d8e06!5m2!4m1!1i2!8m2!3d3.59423!4d98.6777915!16s%2Fg%2F11sc0jpwq1!19sChIJQ0dJqtAxMTARBo4tZXuajWI?authuser=0&hl=id&rclk=1
klinik;Klinik Niar;Rumah Sakit;4,5;18;0812-6051-158;Tidak;;Jl. Balai Desa Jl. Pelita No.91 Pasar 12, Timbang Deli, Kec. Medan Amplas, Kota Medan, Sumatera Utara 20361;https://www.google.com/maps/place/Klinik+Niar/data=!4m7!3m6!1s0x30313a729b69234d:0x604a0fdf467050bb!8m2!3d3.530482!4d98.7222189!16s%2Fg%2F11bc7r6zlb!19sChIJTSNpm3I6MTARu1BwRt8PSmA?authuser=0&hl=id&rclk=1
klinik;Swara Medika;Klinik Medis;4,5;61;0853-3346-6661;Tidak;;Jl. HM. Joni No. 117 B-C, Ps. Merah Tim., Kec. Medan Area, Kota Medan, Sumatera Utara 20217;https://www.google.com/maps/place/Swara+Medika/data=!4m7!3m6!1s0x3031305e560069fb:0x636e0ef9beaa94bf!8m2!3d3.5686985!4d98.6983091!16s%2Fg%2F11c3k9pjbw!19sChIJ-2kAVl4wMTARv5SqvvkObmM?authuser=0&hl=id&rclk=1
optik;Optik Sinar Jaya;Toko Optik;4,5;2;0853-5858-6000;Tidak;;Jl. Sisingamangaraja No.416-B, Sitirejo II, Kec. Medan Amplas, Kota Medan, Sumatera Utara 20217;https://www.google.com/maps/place/Optik+Sinar+Jaya/data=!4m7!3m6!1s0x30313064f7419451:0xacbbe328d5bae5b5!8m2!3d3.552412!4d98.696675!16s%2Fg%2F1hm3h2_zf!19sChIJUZRB92QwMTARteW61Sjju6w?authuser=0&hl=id&rclk=1
optik;Optik Katamso;Toko Optik;4,5;11;0852-9735-2082;Tidak;;"Pas Seberang Swalayan MAJU BERSAMA Katamso, Diapit Cantik"" ditengah oleh dua toko elektronik arah, Jl. Brigjend Katamso No.26, Titi Kuning, Medan Johor, Medan City, North Sumatra 20146";https://www.google.com/maps/place/Optik+Katamso/data=!4m7!3m6!1s0x30313075a2d678a9:0xccafcaa80cd37b20!8m2!3d3.5416247!4d98.6855608!16s%2Fg%2F1hm3k_gy4!19sChIJqXjWonUwMTARIHvTDKjKr8w?authuser=0&hl=id&rclk=1
restoran;Al Jazeerah Restaurant & Cafe;Restoran Timur Tengah;4,4;742;0813-6136-0615;Tidak;;Jl. K.H. Wahid Hasyim No.66, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154;https://www.google.com/maps/place/Al+Jazeerah+Restaurant+%26+Cafe/data=!4m7!3m6!1s0x30312fd5aaaaaaab:0x83316cd745e346d5!8m2!3d3.581959!4d98.6577758!16s%2Fg%2F11nmlgqkyx!19sChIJq6qqqtUvMTAR1UbjRddsMYM?authuser=0&hl=id&rclk=1
restoran;Rumah Makan Bintang Bawal;Restoran Seafood;4,4;1567;(061) 4517712;Tidak;;Jl. Taruma No.15B, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112;https://www.google.com/maps/place/Rumah+Makan+Bintang+Bawal/data=!4m7!3m6!1s0x303131d2275fbc29:0x4a96799adb69696b!8m2!3d3.5857867!4d98.6698139!16s%2Fg%2F1hc4zf3n0!19sChIJKbxfJ9IxMTARa2lp25p5lko?authuser=0&hl=id&rclk=1
restoran;Sajian Bhinneka;Restoran Indonesia;4,4;1858;(061) 4514102;Tidak;;Jl. Babura Lama No.4, Darat, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153;https://www.google.com/maps/place/Sajian+Bhinneka/data=!4m7!3m6!1s0x3031302c3c831809:0x5992c1155743dd42!8m2!3d3.5759251!4d98.6668378!16s%2Fg%2F1pzq1l1st!19sChIJCRiDPCwwMTARQt1DVxXBklk?authuser=0&hl=id&rclk=1
