Keyword;Nama Bisnis;Kategori;Rating;Jumlah Ulasan;Nomor Telepon;Punya Website?;Link Website;Alamat;Link Google Maps
rumah makan;Almaz Fried Chicken - Medan;Restoran Hidangan Ayam;4,9;3325;;Tidak;;Jl. H. Adam Malik No.24, Silalas, Kec. Medan Bar., Kota Medan, Sumatera Utara 20114;https://www.google.com/maps/place/Almaz+Fried+Chicken+-+Medan/data=!4m7!3m6!1s0x303131003de366d5:0x9080b87299f90b1e!8m2!3d3.5968502!4d98.669321!16s%2Fg%2F11m62101rw!19sChIJ1WbjPQAxMTARHgv5mXK4gJA?authuser=0&hl=id&rclk=1
rumah makan;Raa Cha Suki & BBQ - Deli Park Medan;Restoran;4,9;472;;Tidak;;Jl. Guru Patimpus No.35, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236;https://www.google.com/maps/place/Raa+Cha+Suki+%26+BBQ+-+Deli+Park+Medan/data=!4m7!3m6!1s0x3031315b78613001:0x2c9a8b5ae2c5ac82!8m2!3d3.594964!4d98.6754964!16s%2Fg%2F11scwnr6s5!19sChIJATBheFsxMTARgqzF4lqLmiw?authuser=0&hl=id&rclk=1
cafe;Mula;Kafe;4,9;1394;0813-7070-0831;Tidak;;Jl. Tengku Amir Hamzah, no.8, Sei Agul, Kec. Medan Bar., Kota Medan, Sumatera, Utara 20117, Kota Medan, Sumatera Utara 20117;https://www.google.com/maps/place/Mula/data=!4m7!3m6!1s0x303131000c2b6a17:0xa55b915b8ee161ef!8m2!3d3.6068391!4d98.6657433!16s%2Fg%2F11yby5kbkj!19sChIJF2orDAAxMTAR72HhjluRW6U?authuser=0&hl=id&rclk=1
toko baju;JMODE - Pusat Grosir Baju Medan;Toko grosir;4,9;131;0852-6072-7622;Tidak;;Jl. Pusat Pasar No.150, Pusat Ps., Kec. Medan Kota, Kota Medan, Sumatera Utara 20212;https://www.google.com/maps/place/JMODE+-+Pusat+Grosir+Baju+Medan/data=!4m7!3m6!1s0x303131b75ee3bc3b:0x44dd3254b9a1fb08!8m2!3d3.5903586!4d98.6865321!16s%2Fg%2F11bx5pqrf7!19sChIJO7zjXrcxMTARCPuhuVQy3UQ?authuser=0&hl=id&rclk=1
toko baju;Kaos Medan|KotauMedan;Toko Kaos;4,9;53;0821-6568-5544;Tidak;;Di Mie Ayam Jamur H.mahmud.s, Jl. Abdullah Lubis No.57/71, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154;https://www.google.com/maps/place/Kaos+Medan%7CKotauMedan/data=!4m7!3m6!1s0x30312fd5c0b45eeb:0xe65fc4dd772a4ea0!8m2!3d3.5767696!4d98.6581553!16s%2Fg%2F11c2z2r_8d!19sChIJ6160wNUvMTARoE4qd93EX-Y?authuser=0&hl=id&rclk=1
salon;LN Beauty Ayahanda;Salon Kecantikan;4,9;215;0812-6004-0606;Tidak;;Jl. Ayahanda, Sei Putih Bar., Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118;https://www.google.com/maps/place/LN+Beauty+Ayahanda/data=!4m7!3m6!1s0x30312fd4db7f259d:0x4f997decd3682c84!8m2!3d3.5920068!4d98.6532003!16s%2Fg%2F11yc2mwg02!19sChIJnSV_29QvMTARhCxo0-x9mU8?authuser=0&hl=id&rclk=1
salon;LASHTHING BEAUTY SALON AYAHANDA;Salon Kecantikan;4,9;75;0812-6216-7581;Tidak;;Jl. Ayahanda No.27, Sei Agul, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113;https://www.google.com/maps/place/LASHTHING+BEAUTY+SALON+AYAHANDA/data=!4m7!3m6!1s0x30312f001162309f:0x45eba68818a6abea!8m2!3d3.5933612!4d98.6533518!16s%2Fg%2F11wnm3nmz_!19sChIJnzBiEQAvMTAR6qumGIim60U?authuser=0&hl=id&rclk=1
salon;Vivitarry Beauty Salon;Salon bulu mata;4,9;482;;Tidak;;Jl. Sei Brantas No.57, Babura Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20121;https://www.google.com/maps/place/Vivitarry+Beauty+Salon/data=!4m7!3m6!1s0x30312e329aa58219:0x1b99564969c7a892!8m2!3d3.5825451!4d98.6484029!16s%2Fg%2F11q2vhch6d!19sChIJGYKlmjIuMTARkqjHaUlWmRs?authuser=0&hl=id&rclk=1
salon;Cosima beauty salon;Salon Kecantikan;4,9;326;;Tidak;;Jl. Setia Luhur No.102, Dwi Kora, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123;https://www.google.com/maps/place/Cosima+beauty+salon/data=!4m7!3m6!1s0x30312fa6e679d38d:0x1726d394b35ba59e!8m2!3d3.6011913!4d98.6380837!16s%2Fg%2F11rsrnh7qr!19sChIJjdN55qYvMTARnqVbs5TTJhc?authuser=0&hl=id&rclk=1
salon;Suearih Salon;Salon Kecantikan;4,9;737;0895-6173-01027;Tidak;;Jl. Jamin Ginting No.48, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20222;https://www.google.com/maps/place/Suearih+Salon/data=!4m7!3m6!1s0x30312f747ef88a6f:0xc1710986df349edb!8m2!3d3.5700448!4d98.6598497!16s%2Fg%2F11f5tw1gfx!19sChIJb4r4fnQvMTAR254034YJccE?authuser=0&hl=id&rclk=1
salon;SavaLi salon;Salon Kecantikan;4,9;94;0822-7451-0884;Tidak;;Jl. Gatot Subroto No.148 A, 10 D, Kec. Medan Petisah, MedanIndonesia, Sumatera Utara 20113;https://www.google.com/maps/place/SavaLi+salon/data=!4m7!3m6!1s0x3031395ce5b18ca1:0xd8e37366bb1067af!8m2!3d3.5927843!4d98.6667033!16s%2Fg%2F11rbd0thj1!19sChIJoYyx5Vw5MTARr2cQu2Zz49g?authuser=0&hl=id&rclk=1
salon;K-Art Salon Medan;Salon Kecantikan;4,9;46;0821-3812-0485;Tidak;;Komplek Permata abadi, Jl. Abadi blok b4, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/K-Art+Salon+Medan/data=!4m7!3m6!1s0x30312f3abbbd87ed:0xe5bdb64f0c94bbf8!8m2!3d3.5737757!4d98.630855!16s%2Fg%2F11lrdm0vz8!19sChIJ7Ye9uzovMTAR-LuUDE-2veU?authuser=0&hl=id&rclk=1
salon;Kiki Salon;Salon Rambut;4,9;17;(061) 8476626;Tidak;;Jl. Budi Luhur No.28, Sei Sikambing C. II, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123;https://www.google.com/maps/place/Kiki+Salon/data=!4m7!3m6!1s0x30312e393ed6e8a3:0xb735300d83282b7a!8m2!3d3.5952683!4d98.6423632!16s%2Fg%2F11bc7pr4w9!19sChIJo-jWPjkuMTAReisogw0wNbc?authuser=0&hl=id&rclk=1
barbershop;Mr. Aris Barbershop - Darussalam;Tempat Cukur Rambut;4,9;209;0813-6707-6185;Tidak;;Jl. Darussalam No.72, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20123;https://www.google.com/maps/place/Mr.+Aris+Barbershop+-+Darussalam/data=!4m7!3m6!1s0x30312fa21efcecaf:0xf03ee0165bbe0ffd!8m2!3d3.5850606!4d98.653207!16s%2Fg%2F11kk6nnd46!19sChIJr-z8HqIvMTAR_Q--WxbgPvA?authuser=0&hl=id&rclk=1
barbershop;Mr. Aris Barbershop - Dr. Mansyur;Tempat Cukur Rambut;4,9;132;0812-6947-4073;Tidak;;Jl. Dr. Mansyur Dalam No.55, Padang Bulan Selayang I, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20153;https://www.google.com/maps/place/Mr.+Aris+Barbershop+-+Dr.+Mansyur/data=!4m7!3m6!1s0x30312fef067ac51b:0xcc96c28fb148caaf!8m2!3d3.5673464!4d98.6495795!16s%2Fg%2F11kpf84ywz!19sChIJG8V6Bu8vMTARr8pIsY_Clsw?authuser=0&hl=id&rclk=1
barbershop;BIMO BARBERSHOP;Tempat Cukur Rambut;4,9;115;0821-8071-8786;Tidak;;Jl. Karya No.33A, Sei Agul, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20126;https://www.google.com/maps/place/BIMO+BARBERSHOP/data=!4m7!3m6!1s0x303131003b3d39bf:0x49edec83886608e4!8m2!3d3.6028951!4d98.6648656!16s%2Fg%2F11xvsyk5t0!19sChIJvzk9OwAxMTAR5AhmiIPs7Uk?authuser=0&hl=id&rclk=1
apotek;Apotik Medan;Apotek;4,9;7;0823-6989-8855;Tidak;;Jl. Prof. H. M. Yamin No.198a, Sidodadi, Kec. Medan Tim., Kota Medan, Sumatera Utara 20334;https://www.google.com/maps/place/Apotik+Medan/data=!4m7!3m6!1s0x303131dec3e176b5:0x4e9022b621ba1c1b!8m2!3d3.5972246!4d98.6887424!16s%2Fg%2F11rd_0ff3n!19sChIJtXbhw94xMTARGxy6IbYikE4?authuser=0&hl=id&rclk=1
apotek;Apotek Hagya Farma;Apotek;4,9;8;0813-9629-8801;Tidak;;Jl. Gatot Subroto No.104, Sei Sikambing C. II, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123;https://www.google.com/maps/place/Apotek+Hagya+Farma/data=!4m7!3m6!1s0x3031313752076b01:0x41f2633759b02bdd!8m2!3d3.5910788!4d98.6422717!16s%2Fg%2F11tsl31g76!19sChIJAWsHUjcxMTAR3SuwWTdj8kE?authuser=0&hl=id&rclk=1
bengkel motor;MMC Team;Bengkel Sepeda Motor;4,9;10;0812-6507-0843;Tidak;;Gg. Kami No.14, Sei Putih Tim. II, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20114;https://www.google.com/maps/place/MMC+Team/data=!4m7!3m6!1s0x30312e1eca69de33:0x9e7af17644c1fb7!8m2!3d3.5957294!4d98.6593495!16s%2Fg%2F11c52x56nf!19sChIJM95pyh4uMTARtx9MZBev5wk?authuser=0&hl=id&rclk=1
minimarket;S24 Minimart Adam Malik;Toko bahan makanan;4,9;86;0822-6740-9603;Tidak;;SPBU Singapore Station (Dekat KFC Adam, Jl. H. Adam Malik Dalam No.11, Malik, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113;https://www.google.com/maps/place/S24+Minimart+Adam+Malik/data=!4m7!3m6!1s0x303131a2c0047aa7:0xd566839edc0213f!8m2!3d3.5944775!4d98.668424!16s%2Fg%2F11r_mmbyq7!19sChIJp3oEwKIxMTARPyHA7TloVg0?authuser=0&hl=id&rclk=1
minimarket;Dahlia Mini Market;Toko bahan makanan;4,9;13;(061) 4514202;Tidak;;HMJ9+VJF, Jl. Teuku Cik Ditiro, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152;https://www.google.com/maps/place/Dahlia+Mini+Market/data=!4m7!3m6!1s0x303131d2e587585b:0xc9cd6215aa0388be!8m2!3d3.5821835!4d98.6690516!16s%2Fg%2F1hm5_zlpt!19sChIJW1iH5dIxMTARvogDqhVizck?authuser=0&hl=id&rclk=1
optik;Optik Tunggal Plaza Medan Fair;Toko Optik;4,9;59;0811-8109-509;Tidak;;Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113;https://www.google.com/maps/place/Optik+Tunggal+Plaza+Medan+Fair/data=!4m7!3m6!1s0x303131d9a8eefc0f:0x92d4d0150d9dfd12!8m2!3d3.594576!4d98.6666857!16s%2Fg%2F1tj5002v!19sChIJD_zuqNkxMTAREv2dDRXQ1JI?authuser=0&hl=id&rclk=1
optik;Pulau Mas;Grosir optik;4,9;230;0813-6144-4600;Tidak;;Jl. Cirebon No.63/103, Ps. Baru, Kec. Medan Kota, Kota Medan, Sumatera Utara 20212;https://www.google.com/maps/place/Pulau+Mas/data=!4m7!3m6!1s0x303131b5a99d2565:0x941ef9771f319355!8m2!3d3.5830096!4d98.6843895!16s%2Fg%2F1hm5y23nq!19sChIJZSWdqbUxMTARVZMxH3f5HpQ?authuser=0&hl=id&rclk=1
optik;Optik Krakatau Mas;Toko Optik;4,9;384;(061) 66933304;Tidak;;Jl. Gunung Krakatau, Glugur Darat I, Kec. Medan Tim., Kota Medan, Sumatera Utara 20236;https://www.google.com/maps/place/Optik+Krakatau+Mas/data=!4m7!3m6!1s0x30313132b7941eeb:0x500eea3525cbc8b1!8m2!3d3.6190985!4d98.6809675!16s%2Fg%2F11j_z0770b!19sChIJ6x6UtzIxMTARscjLJTXqDlA?authuser=0&hl=id&rclk=1
optik;Toko Kacamata PANEN MAS;Toko Optik;4,9;71;0812-6292-6465;Tidak;;Jl. Cirebon No.26/52, Ps. Baru, Kec. Medan Kota, Kota Medan, Sumatera Utara 20212;https://www.google.com/maps/place/Toko+Kacamata+PANEN+MAS/data=!4m7!3m6!1s0x303131b5c61291f3:0xa62df468a119b086!8m2!3d3.5843509!4d98.6836457!16s%2Fg%2F11bc7s3vwq!19sChIJ85ESxrUxMTARhrAZoWj0LaY?authuser=0&hl=id&rclk=1
restoran;Restoran Muara Jaya;Restoran;4,8;402;;Tidak;;Jl. S. Parman No.A1, Petisah Hulu, Kec. Medan Baru, Kota Medan, Sumatera Utara 20151;https://www.google.com/maps/place/Restoran+Muara+Jaya/data=!4m7!3m6!1s0x30313120222548d3:0x39858dbee32852a4!8m2!3d3.5819299!4d98.6673302!16s%2Fg%2F11hszn33r4!19sChIJ00glIiAxMTARpFIo476NhTk?authuser=0&hl=id&rclk=1
rumah makan;RM. Dainang Medan - Makanan Khas Batak;Restoran Batak;4,8;2093;0812-6490-9070;Tidak;;Jl. Sei Batang Hari No.17, Babura Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20112;https://www.google.com/maps/place/RM.+Dainang+Medan+-+Makanan+Khas+Batak/data=!4m7!3m6!1s0x30312e2c32e37019:0x1490d4f79dcb6601!8m2!3d3.5848639!4d98.6519054!16s%2Fg%2F12hrhkb05!19sChIJGXDjMiwuMTARAWbLnffUkBQ?authuser=0&hl=id&rclk=1
cafe;Back2Back Coffee & Space;Kedai Kopi;4,8;444;0851-7248-8770;Tidak;;Jl. Sei Putih Baru No.19, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153;https://www.google.com/maps/place/Back2Back+Coffee+%26+Space/data=!4m7!3m6!1s0x30312f156106be53:0x2dfc766fa38366b1!8m2!3d3.5791985!4d98.654854!16s%2Fg%2F11sy70sc67!19sChIJU74GYRUvMTARsWaDo292_C0?authuser=0&hl=id&rclk=1
cafe;Tentrm coffee & dining;Kedai Kopi;4,8;706;0812-6692-2334;Tidak;;Jl. Darussalam No.30A/B, Babura Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20154;https://www.google.com/maps/place/Tentrm+coffee+%26+dining/data=!4m7!3m6!1s0x30312fd067f4cc8b:0x6485d80e2e6f8cd7!8m2!3d3.5805921!4d98.6528552!16s%2Fg%2F11w7pgb59h!19sChIJi8z0Z9AvMTAR14xvLg7YhWQ?authuser=0&hl=id&rclk=1
cafe;Tadah Seduh;Restoran;4,8;1361;0822-7686-5819;Tidak;;HMP5+G33, Jl. Sei Serapuh, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20114;https://www.google.com/maps/place/Tadah+Seduh/data=!4m7!3m6!1s0x30312f001696c855:0xa161b432a6a546b4!8m2!3d3.5862458!4d98.6577084!16s%2Fg%2F11vxlmyy2k!19sChIJVciWFgAvMTARtEalpjK0YaE?authuser=0&hl=id&rclk=1
cafe;Nend? Matcha;Kedai Teh;4,8;572;0823-6200-0056;Tidak;;Jl. Mengkara No.21, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Nend%C5%8D+Matcha/data=!4m7!3m6!1s0x3031314f1b885dc7:0x7476b78336972254!8m2!3d3.5874709!4d98.6623761!16s%2Fg%2F11kk5187wy!19sChIJx12IG08xMTARVCKXNoO3dnQ?authuser=0&hl=id&rclk=1
salon;Andie Salon kalingga;Salon Rambut;4,8;889;0811-611-126;Tidak;;Jl. Kalingga No.74b, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20151;https://www.google.com/maps/place/Andie+Salon+kalingga/data=!4m7!3m6!1s0x303131ae33557d6b:0x524420113f7c1932!8m2!3d3.584894!4d98.6709751!16s%2Fg%2F1hm68tt61!19sChIJa31VM64xMTARMhl8PxEgRFI?authuser=0&hl=id&rclk=1
salon;Tina Salon One Stop Beauty Medan;Salon Kecantikan;4,8;401;0813-7000-2393;Tidak;;Jl. Jamin Ginting Komplek, Jl. Citra Garden No.10 Blok B1, Padang Bulan, Kec. Medan Baru, Kota Medan, Sumatera Utara 20157;https://www.google.com/maps/place/Tina+Salon+One+Stop+Beauty+Medan/data=!4m7!3m6!1s0x30312ffafcf61977:0x854e7e791d49200c!8m2!3d3.5493972!4d98.6591485!16s%2Fg%2F11h20z92qc!19sChIJdxn2_PovMTARDCBJHXl-ToU?authuser=0&hl=id&rclk=1
salon;Apin Salon;Salon Rambut;4,8;750;0811-6060-700;Tidak;;Jl. Sena No.50, Perintis, Kec. Medan Tim., Kota Medan, Sumatera Utara 20239;https://www.google.com/maps/place/Apin+Salon/data=!4m7!3m6!1s0x303131bf107453c5:0x95b5407d81ba3f90!8m2!3d3.5970692!4d98.6840302!16s%2Fg%2F11cs297nf7!19sChIJxVN0EL8xMTARkD-6gX1AtZU?authuser=0&hl=id&rclk=1
salon;Kania Beauty Space;Ahli estetika;4,8;224;0821-7126-1600;Tidak;;Jl. Danau Marsabut No.a4, Sei Agul, Kec. Medan Bar., Kota Medan, Sumatera Utara 20117;https://www.google.com/maps/place/Kania+Beauty+Space/data=!4m7!3m6!1s0x30312f301ba2cdf1:0xea8836357d2ace36!8m2!3d3.6021795!4d98.6535123!16s%2Fg%2F11lzzzw4tc!19sChIJ8c2iGzAvMTARNs4qfTU2iOo?authuser=0&hl=id&rclk=1
barbershop;Brooklyn Barbershop;Tempat Cukur Rambut;4,8;246;0812-8313-2263;Tidak;;Jl. H. Adam Malik No.20e, Silalas, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236;https://www.google.com/maps/place/Brooklyn+Barbershop/data=!4m7!3m6!1s0x3031310407182da5:0xcab17c1f5969b9fd!8m2!3d3.5961766!4d98.6691681!16s%2Fg%2F11qqwwtlbf!19sChIJpS0YBwQxMTAR_blpWR98sco?authuser=0&hl=id&rclk=1
barbershop;Captain Barbershop Medan Sumatera;Tempat Cukur Rambut;4,8;602;0813-6043-0410;Tidak;;Jalan sumatera Jl. Aipda KS Tubun No.55, RW.39, Pandau Hulu I, Medan Kota, Medan City, North Sumatra 20233;https://www.google.com/maps/place/Captain+Barbershop+Medan+Sumatera/data=!4m7!3m6!1s0x303131faaf681377:0x36ac012187d1fcc9!8m2!3d3.5897204!4d98.691915!16s%2Fg%2F11rqyw8qwt!19sChIJdxNor_oxMTARyfzRhyEBrDY?authuser=0&hl=id&rclk=1
barbershop;KING STYLE BARBERSHOP;Tempat Cukur Rambut;4,8;218;0852-9644-4327;Tidak;;Jl. Purwo No.3D, RT.02, Perintis, Kec. Medan Tim., Kota Medan, Sumatera Utara 20233;https://www.google.com/maps/place/KING+STYLE+BARBERSHOP/data=!4m7!3m6!1s0x3031310e5ff50c03:0x930afb0537304748!8m2!3d3.5993024!4d98.6905234!16s%2Fg%2F11h6r_9dnv!19sChIJAwz1Xw4xMTARSEcwNwX7CpM?authuser=0&hl=id&rclk=1
barbershop;Brooklyn barbershop;Tempat Cukur Rambut;4,8;74;0852-6190-9168;Tidak;;komplek setia budi poin C-27, Jl. Setia Budi, Padang Bulan Selayang I, Medan Selayang, Medan City, North Sumatra 20154;https://www.google.com/maps/place/Brooklyn+barbershop/data=!4m7!3m6!1s0x30312f74f16bbf87:0x4463770d95adcfcd!8m2!3d3.5631194!4d98.6394789!16s%2Fg%2F11mv13t6rs!19sChIJh79r8XQvMTARzc-tlQ13Y0Q?authuser=0&hl=id&rclk=1
barbershop;Brooklyn Barbershop;Tempat Cukur Rambut;4,8;157;0823-3918-0055;Tidak;;10FF, Jl. Timor, North Sumatra 20235;https://www.google.com/maps/place/Brooklyn+Barbershop/data=!4m7!3m6!1s0x30313136ef2350cb:0x6428f9c146b58be1!8m2!3d3.5931362!4d98.6817944!16s%2Fg%2F11l747sw25!19sChIJy1Aj7zYxMTAR4Yu1RsH5KGQ?authuser=0&hl=id&rclk=1
bengkel motor;Haris Motor;Bengkel Mobil;4,8;58;0813-6195-3558;Tidak;;Jl. Setia No.1, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20154;https://www.google.com/maps/place/Haris+Motor/data=!4m7!3m6!1s0x30312f0a225482d7:0x292e4b638041de88!8m2!3d3.576902!4d98.6426351!16s%2Fg%2F1pzxtst41!19sChIJ14JUIgovMTARiN5BgGNLLik?authuser=0&hl=id&rclk=1
bengkel motor;Bengkel Ahu;Bengkel Motor Skuter;4,8;4;0853-7005-9331;Tidak;;HJMQ+6Q2, Sei Sikambing B, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20119;https://www.google.com/maps/place/Bengkel+Ahu/data=!4m7!3m6!1s0x30312e3574af0175:0xa5b3d98f7e05e856!8m2!3d3.5830136!4d98.6394016!16s%2Fg%2F11fzf9fz40!19sChIJdQGvdDUuMTARVugFfo_Zs6U?authuser=0&hl=id&rclk=1
minimarket;S24 minimart Katamso;Toko bahan makanan;4,8;127;0822-6740-9603;Tidak;;SPBU Singapore Station, Jl. Brigjend Katamso No.266, Sei Mati, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20215;https://www.google.com/maps/place/S24+minimart+Katamso/data=!4m7!3m6!1s0x303130466030d7bd:0xf08438f0dea99f1e!8m2!3d3.5682926!4d98.6865903!16s%2Fg%2F11f2cknj9m!19sChIJvdcwYEYwMTARHp-p3vA4hPA?authuser=0&hl=id&rclk=1
minimarket;SUPERMART SWALAYAN;Toko;4,8;9;;Tidak;;Jl. Samudra No.1, Sei Rengas Permata, Kec. Medan Area, Kota Medan, Sumatera Utara 20211;https://www.google.com/maps/place/SUPERMART+SWALAYAN/data=!4m7!3m6!1s0x3031310502a69e27:0x9885844b2a27f8ad!8m2!3d3.5826897!4d98.6940962!16s%2Fg%2F11tn5f5c63!19sChIJJ56mAgUxMTARrfgnKkuEhZg?authuser=0&hl=id&rclk=1
toko oleh-oleh;Teri Bajak Oleh Oleh Khas Medan;Toko Suvenir;4,8;61;0811-6155-866;Tidak;;Gg. Sejahtera No.50b, Harjosari II, Kec. Medan Amplas, Kota Medan, Sumatera Utara 20147;https://www.google.com/maps/place/Teri+Bajak+Oleh+Oleh+Khas+Medan/data=!4m7!3m6!1s0x30313115768ae7ef:0x866b7be2ce4fb02!8m2!3d3.5352026!4d98.7135903!16s%2Fg%2F11fj5kw93s!19sChIJ7-eKdhUxMTARAvvkLL63Zgg?authuser=0&hl=id&rclk=1
toko oleh-oleh;Bolu Menara Store Amal - Oleh Oleh Khas Medan;Toko Kue;4,8;21;0821-6169-2991;Tidak;;HJP9+462, Jl. Amal No.40, Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20127;https://www.google.com/maps/place/Bolu+Menara+Store+Amal+-+Oleh+Oleh+Khas+Medan/data=!4m7!3m6!1s0x30312f0003ddc8a1:0x7f9af62b737916e7!8m2!3d3.5853225!4d98.6179939!16s%2Fg%2F11lckqn71k!19sChIJocjdAwAvMTAR5xZ5cyv2mn8?authuser=0&hl=id&rclk=1
toko oleh-oleh;Y'co oleh-oleh medan;Toko Suvenir;4,8;11;0878-6720-2067;Tidak;;Jl. Razak, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Y%27co+oleh-oleh+medan/data=!4m7!3m6!1s0x303131dbc5c96f39:0x9d6314b6cb705e63!8m2!3d3.5944296!4d98.6663672!16s%2Fg%2F11dfjyy3ww!19sChIJOW_JxdsxMTARY15wy7YUY50?authuser=0&hl=id&rclk=1
klinik;Klinik Pratama Mitra Mikayla;Klinik Medis;4,8;118;0822-6712-6100;Tidak;;HPFH+Q9C, Jl. Jermal XI, Denai, Kec. Medan Denai, Kota Medan, Sumatera Utara 20371;https://www.google.com/maps/place/Klinik+Pratama+Mitra+Mikayla/data=!4m7!3m6!1s0x30313124e00c0e57:0x136e8a0e7dccf462!8m2!3d3.5744474!4d98.7284027!16s%2Fg%2F11svml_wv3!19sChIJVw4M4CQxMTARYvTMfQ6KbhM?authuser=0&hl=id&rclk=1
klinik;Klinik Dharma;Klinik Medis;4,8;103;0813-6605-1268;Tidak;;Km. 5,3, No, apotik sentosa, Jl. Brigjend Katamso 15 A, Medan, Kota Medan, Sumatera Utara 20146;https://www.google.com/maps/place/Klinik+Dharma/data=!4m7!3m6!1s0x3031310017781b0d:0xe91c635d2cea84d7!8m2!3d3.5429271!4d98.6865444!16s%2Fg%2F11mcczzz26!19sChIJDRt4FwAxMTAR14TqLF1jHOk?authuser=0&hl=id&rclk=1
klinik;Klinik Pratama Politeknik Kesehatan Medan;Klinik Medis;4,8;11;;Tidak;;Jl. Jamin Ginting No.KM 13 5, Lau Cih, Kec. Medan Tuntungan, Kota Medan, Sumatera Utara 20136;https://www.google.com/maps/place/Klinik+Pratama+Politeknik+Kesehatan+Medan/data=!4m7!3m6!1s0x303125010d334a57:0x2f646570e40b619a!8m2!3d3.5085911!4d98.6158956!16s%2Fg%2F11t_zs301j!19sChIJV0ozDQElMTARmmEL5HBlZC8?authuser=0&hl=id&rclk=1
klinik;Klinik Pratama Rawat Jalan Ika;Klinik Medis;4,8;39;0813-7092-6232;Tidak;;Jl. Karya Rakyat No.53, Sei Agul, Kec. Medan Bar., Kota Medan, Sumatera Utara 20114;https://www.google.com/maps/place/Klinik+Pratama+Rawat+Jalan+Ika/data=!4m7!3m6!1s0x30312e1df1a1281f:0x40dc255fa678bc1a!8m2!3d3.6064317!4d98.6594866!16s%2Fg%2F11f1mwvywh!19sChIJHyih8R0uMTARGrx4pl8l3EA?authuser=0&hl=id&rclk=1
optik;Optik Azka;Toko Optik;4,8;34;;Tidak;;Jl. Karya Wisata No.31, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumatera Utara 20311;https://www.google.com/maps/place/Optik+Azka/data=!4m7!3m6!1s0x30313aaa60ec3573:0x2604d9da01e4e05c!8m2!3d3.5372592!4d98.6631266!16s%2Fg%2F11bztf8vd_!19sChIJczXsYKo6MTARXODkAdrZBCY?authuser=0&hl=id&rclk=1
optik;Optik Seis;Toko Optik;4,8;236;(061) 62000105;Tidak;;Sun Plaza Medan, Lantai 2 Unit C-33,35,36, Jl. KH. Zainul Arifin No.7, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152;https://www.google.com/maps/place/Optik+Seis/data=!4m7!3m6!1s0x303131cd65485771:0xd10448dd593ccd2a!8m2!3d3.5816912!4d98.6712854!16s%2Fg%2F11bw3d0_t4!19sChIJcVdIZc0xMTARKs08Wd1IBNE?authuser=0&hl=id&rclk=1
restoran;Taipan Restaurant;Restoran China;4,7;1096;(061) 4556333;Tidak;;Capital Building, Jl. Putri Hijau No.1A Lantai 1, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Taipan+Restaurant/data=!4m7!3m6!1s0x3031318e649c49b1:0xa5e4f38f3b0b31ee!8m2!3d3.5936111!4d98.6758333!16s%2Fg%2F11bc7syb_b!19sChIJsUmcZI4xMTAR7jELO4_z5KU?authuser=0&hl=id&rclk=1
